ÁREA;PUESTO;N;ID CONOCIMIENTO;CONOCIMIENTO;Nivel;Valor
CAD;D.CAD;D.CAD5;5;Conocimientos en flujo digital;N2: 6,5 - 8 AÑOS;5
CAD;D.CAD;D.CAD5;5;Conocimientos en flujo digital;N3: 8 - 10 AÑOS;5
CAD;D.CAD;D.CAD5;5;Conocimientos en flujo digital;N1: 10 - 13 AÑOS;5
CAD;D.CAD;D.CAD5;5;Conocimientos en flujo digital;N2: 13 - 16 AÑOS;5
CAD;D.CAD;D.CAD5;5;Conocimientos en flujo digital;N3: 16 - 20 AÑOS;5
CAD;D.CAD;D.CAD5;5;Conocimientos en flujo digital;N1: 20 - 24 AÑOS;5
CAD;D.CAD;D.CAD5;5;Conocimientos en flujo digital;N2: 24 - 30 AÑOS;5
CAD;D.CAD;D.CAD5;5;Conocimientos en flujo digital;N3: 30 - 38 AÑOS;5
CAD;D.CAD;D.CAD6;6;Conocimientos en EXOPLAN (cirujia guiada);N1: 6M A 1,5 AÑO;3
CAD;D.CAD;D.CAD6;6;Conocimientos en EXOPLAN (cirujia guiada);N2: 1,5 - 3 AÑO;3
CAD;D.CAD;D.CAD6;6;Conocimientos en EXOPLAN (cirujia guiada);N3: 3 - 5 AÑO;4
CAD;D.CAD;D.CAD6;6;Conocimientos en EXOPLAN (cirujia guiada);N1: 5 - 6,5 AÑOS;4
CAD;D.CAD;D.CAD6;6;Conocimientos en EXOPLAN (cirujia guiada);N2: 6,5 - 8 AÑOS;5
CAD;D.CAD;D.CAD6;6;Conocimientos en EXOPLAN (cirujia guiada);N3: 8 - 10 AÑOS;5
CAD;D.CAD;D.CAD6;6;Conocimientos en EXOPLAN (cirujia guiada);N1: 10 - 13 AÑOS;5
CAD;D.CAD;D.CAD6;6;Conocimientos en EXOPLAN (cirujia guiada);N2: 13 - 16 AÑOS;5
CAD;D.CAD;D.CAD6;6;Conocimientos en EXOPLAN (cirujia guiada);N3: 16 - 20 AÑOS;5
CAD;D.CAD;D.CAD6;6;Conocimientos en EXOPLAN (cirujia guiada);N1: 20 - 24 AÑOS;5
CAD;D.CAD;D.CAD6;6;Conocimientos en EXOPLAN (cirujia guiada);N2: 24 - 30 AÑOS;5
CAD;D.CAD;D.CAD6;6;Conocimientos en EXOPLAN (cirujia guiada);N3: 30 - 38 AÑOS;5
CAD;D.CAD;D.CAD7;7;Conocimientos en software en diseño CAD y/o complementarios ;N1: 6M A 1,5 AÑO;3
CAD;D.CAD;D.CAD7;7;Conocimientos en software en diseño CAD y/o complementarios ;N2: 1,5 - 3 AÑO;4
CAD;D.CAD;D.CAD7;7;Conocimientos en software en diseño CAD y/o complementarios ;N3: 3 - 5 AÑO;4
CAD;D.CAD;D.CAD7;7;Conocimientos en software en diseño CAD y/o complementarios ;N1: 5 - 6,5 AÑOS;5
CAD;D.CAD;D.CAD7;7;Conocimientos en software en diseño CAD y/o complementarios ;N2: 6,5 - 8 AÑOS;5
CAD;D.CAD;D.CAD7;7;Conocimientos en software en diseño CAD y/o complementarios ;N3: 8 - 10 AÑOS;5
CAD;D.CAD;D.CAD7;7;Conocimientos en software en diseño CAD y/o complementarios ;N1: 10 - 13 AÑOS;5
CAD;D.CAD;D.CAD7;7;Conocimientos en software en diseño CAD y/o complementarios ;N2: 13 - 16 AÑOS;5
CAD;D.CAD;D.CAD7;7;Conocimientos en software en diseño CAD y/o complementarios ;N3: 16 - 20 AÑOS;5
CAD;D.CAD;D.CAD7;7;Conocimientos en software en diseño CAD y/o complementarios ;N1: 20 - 24 AÑOS;5
CAD;D.CAD;D.CAD7;7;Conocimientos en software en diseño CAD y/o complementarios ;N2: 24 - 30 AÑOS;5
CAD;D.CAD;D.CAD7;7;Conocimientos en software en diseño CAD y/o complementarios ;N3: 30 - 38 AÑOS;5
CAD;D.CAD;D.CAD8;8;Conocimientos en proporcionar soluciones adaptadas a los clientes (mentalidad análitica);N1: 6M A 1,5 AÑO;4
CAD;D.CAD;D.CAD8;8;Conocimientos en proporcionar soluciones adaptadas a los clientes (mentalidad análitica);N2: 1,5 - 3 AÑO;4
CAD;D.CAD;D.CAD8;8;Conocimientos en proporcionar soluciones adaptadas a los clientes (mentalidad análitica);N3: 3 - 5 AÑO;4
CAD;D.CAD;D.CAD8;8;Conocimientos en proporcionar soluciones adaptadas a los clientes (mentalidad análitica);N1: 5 - 6,5 AÑOS;5
CAD;D.CAD;D.CAD8;8;Conocimientos en proporcionar soluciones adaptadas a los clientes (mentalidad análitica);N2: 6,5 - 8 AÑOS;5
CAD;D.CAD;D.CAD8;8;Conocimientos en proporcionar soluciones adaptadas a los clientes (mentalidad análitica);N3: 8 - 10 AÑOS;5
CAD;D.CAD;D.CAD8;8;Conocimientos en proporcionar soluciones adaptadas a los clientes (mentalidad análitica);N1: 10 - 13 AÑOS;5
CAD;D.CAD;D.CAD8;8;Conocimientos en proporcionar soluciones adaptadas a los clientes (mentalidad análitica);N2: 13 - 16 AÑOS;5
CAD;D.CAD;D.CAD8;8;Conocimientos en proporcionar soluciones adaptadas a los clientes (mentalidad análitica);N3: 16 - 20 AÑOS;5
CAD;D.CAD;D.CAD8;8;Conocimientos en proporcionar soluciones adaptadas a los clientes (mentalidad análitica);N1: 20 - 24 AÑOS;5
CAD;D.CAD;D.CAD8;8;Conocimientos en proporcionar soluciones adaptadas a los clientes (mentalidad análitica);N2: 24 - 30 AÑOS;5
CAD;D.CAD;D.CAD8;8;Conocimientos en proporcionar soluciones adaptadas a los clientes (mentalidad análitica);N3: 30 - 38 AÑOS;5
CAD;D.CAD;D.CAD9;9;Conocimientos en la elaboración de manuales de formación y formato de los cursos;N1: 6M A 1,5 AÑO;3
CAD;D.CAD;D.CAD9;9;Conocimientos en la elaboración de manuales de formación y formato de los cursos;N2: 1,5 - 3 AÑO;4
CAD;D.CAD;D.CAD9;9;Conocimientos en la elaboración de manuales de formación y formato de los cursos;N3: 3 - 5 AÑO;4
CAD;D.CAD;D.CAD9;9;Conocimientos en la elaboración de manuales de formación y formato de los cursos;N1: 5 - 6,5 AÑOS;5
CAD;D.CAD;D.CAD9;9;Conocimientos en la elaboración de manuales de formación y formato de los cursos;N2: 6,5 - 8 AÑOS;5
CAD;D.CAD;D.CAD9;9;Conocimientos en la elaboración de manuales de formación y formato de los cursos;N3: 8 - 10 AÑOS;5
CAD;D.CAD;D.CAD9;9;Conocimientos en la elaboración de manuales de formación y formato de los cursos;N1: 10 - 13 AÑOS;5
CAD;D.CAD;D.CAD9;9;Conocimientos en la elaboración de manuales de formación y formato de los cursos;N2: 13 - 16 AÑOS;5
CAD;D.CAD;D.CAD9;9;Conocimientos en la elaboración de manuales de formación y formato de los cursos;N3: 16 - 20 AÑOS;5
CAD;D.CAD;D.CAD9;9;Conocimientos en la elaboración de manuales de formación y formato de los cursos;N1: 20 - 24 AÑOS;5
CAD;D.CAD;D.CAD9;9;Conocimientos en la elaboración de manuales de formación y formato de los cursos;N2: 24 - 30 AÑOS;5
CAD;D.CAD;D.CAD9;9;Conocimientos en la elaboración de manuales de formación y formato de los cursos;N3: 30 - 38 AÑOS;5
CAD;D.CAD;D.CAD10;10;Conocimientos en planificación protesica de fresmedical;N1: 6M A 1,5 AÑO;4
CAD;D.CAD;D.CAD10;10;Conocimientos en planificación protesica de fresmedical;N2: 1,5 - 3 AÑO;5
CAD;D.CAD;D.CAD10;10;Conocimientos en planificación protesica de fresmedical;N3: 3 - 5 AÑO;5
CAD;D.CAD;D.CAD10;10;Conocimientos en planificación protesica de fresmedical;N1: 5 - 6,5 AÑOS;5
CAD;D.CAD;D.CAD10;10;Conocimientos en planificación protesica de fresmedical;N2: 6,5 - 8 AÑOS;5
CAD;D.CAD;D.CAD10;10;Conocimientos en planificación protesica de fresmedical;N3: 8 - 10 AÑOS;5
CAD;D.CAD;D.CAD10;10;Conocimientos en planificación protesica de fresmedical;N1: 10 - 13 AÑOS;5
CAD;D.CAD;D.CAD10;10;Conocimientos en planificación protesica de fresmedical;N2: 13 - 16 AÑOS;5
CAD;D.CAD;D.CAD10;10;Conocimientos en planificación protesica de fresmedical;N3: 16 - 20 AÑOS;5
CAD;D.CAD;D.CAD10;10;Conocimientos en planificación protesica de fresmedical;N1: 20 - 24 AÑOS;5
CAD;D.CAD;D.CAD10;10;Conocimientos en planificación protesica de fresmedical;N2: 24 - 30 AÑOS;5
CAD;D.CAD;D.CAD10;10;Conocimientos en planificación protesica de fresmedical;N3: 30 - 38 AÑOS;5
CAD;D.CAD;D.CAD11;11;Conocimientos en nuevas tendencias, i+d, etc. ;N1: 6M A 1,5 AÑO;3
CAD;D.CAD;D.CAD11;11;Conocimientos en nuevas tendencias, i+d, etc. ;N2: 1,5 - 3 AÑO;4
CAD;D.CAD;D.CAD11;11;Conocimientos en nuevas tendencias, i+d, etc. ;N3: 3 - 5 AÑO;4
CAD;D.CAD;D.CAD11;11;Conocimientos en nuevas tendencias, i+d, etc. ;N1: 5 - 6,5 AÑOS;5
CAD;D.CAD;D.CAD11;11;Conocimientos en nuevas tendencias, i+d, etc. ;N2: 6,5 - 8 AÑOS;5
CAD;D.CAD;D.CAD11;11;Conocimientos en nuevas tendencias, i+d, etc. ;N3: 8 - 10 AÑOS;5
CAD;D.CAD;D.CAD11;11;Conocimientos en nuevas tendencias, i+d, etc. ;N1: 10 - 13 AÑOS;5
CAD;D.CAD;D.CAD11;11;Conocimientos en nuevas tendencias, i+d, etc. ;N2: 13 - 16 AÑOS;5
CAD;D.CAD;D.CAD11;11;Conocimientos en nuevas tendencias, i+d, etc. ;N3: 16 - 20 AÑOS;5
CAD;D.CAD;D.CAD11;11;Conocimientos en nuevas tendencias, i+d, etc. ;N1: 20 - 24 AÑOS;5
CAD;D.CAD;D.CAD11;11;Conocimientos en nuevas tendencias, i+d, etc. ;N2: 24 - 30 AÑOS;5
CAD;D.CAD;D.CAD11;11;Conocimientos en nuevas tendencias, i+d, etc. ;N3: 30 - 38 AÑOS;5
CAD;D.CAD;D.CAD12;12;Conocimientos para impartir formaciones a clientes internos y externos;N1: 6M A 1,5 AÑO;4
CAD;D.CAD;D.CAD12;12;Conocimientos para impartir formaciones a clientes internos y externos;N2: 1,5 - 3 AÑO;4
CAD;D.CAD;D.CAD12;12;Conocimientos para impartir formaciones a clientes internos y externos;N3: 3 - 5 AÑO;5
CAD;D.CAD;D.CAD12;12;Conocimientos para impartir formaciones a clientes internos y externos;N1: 5 - 6,5 AÑOS;5
CAD;D.CAD;D.CAD12;12;Conocimientos para impartir formaciones a clientes internos y externos;N2: 6,5 - 8 AÑOS;5
CAD;D.CAD;D.CAD12;12;Conocimientos para impartir formaciones a clientes internos y externos;N3: 8 - 10 AÑOS;5
CAD;D.CAD;D.CAD12;12;Conocimientos para impartir formaciones a clientes internos y externos;N1: 10 - 13 AÑOS;5
CAD;D.CAD;D.CAD12;12;Conocimientos para impartir formaciones a clientes internos y externos;N2: 13 - 16 AÑOS;5
CAD;D.CAD;D.CAD12;12;Conocimientos para impartir formaciones a clientes internos y externos;N3: 16 - 20 AÑOS;5
CAD;D.CAD;D.CAD12;12;Conocimientos para impartir formaciones a clientes internos y externos;N1: 20 - 24 AÑOS;5
CAD;D.CAD;D.CAD12;12;Conocimientos para impartir formaciones a clientes internos y externos;N2: 24 - 30 AÑOS;5
CAD;D.CAD;D.CAD12;12;Conocimientos para impartir formaciones a clientes internos y externos;N3: 30 - 38 AÑOS;5
CAD;D.CAD;D.CAD13;13;Conocimientos en la elaboración del plan de acción anual del área CAD;N1: 6M A 1,5 AÑO;2
CAD;D.CAD;D.CAD13;13;Conocimientos en la elaboración del plan de acción anual del área CAD;N2: 1,5 - 3 AÑO;2
CAD;D.CAD;D.CAD13;13;Conocimientos en la elaboración del plan de acción anual del área CAD;N3: 3 - 5 AÑO;2
CAD;D.CAD;D.CAD13;13;Conocimientos en la elaboración del plan de acción anual del área CAD;N1: 5 - 6,5 AÑOS;3
CAD;D.CAD;D.CAD13;13;Conocimientos en la elaboración del plan de acción anual del área CAD;N2: 6,5 - 8 AÑOS;3
CAD;D.CAD;D.CAD13;13;Conocimientos en la elaboración del plan de acción anual del área CAD;N3: 8 - 10 AÑOS;3
CAD;D.CAD;D.CAD13;13;Conocimientos en la elaboración del plan de acción anual del área CAD;N1: 10 - 13 AÑOS;4
CAD;D.CAD;D.CAD13;13;Conocimientos en la elaboración del plan de acción anual del área CAD;N2: 13 - 16 AÑOS;4
CAD;D.CAD;D.CAD13;13;Conocimientos en la elaboración del plan de acción anual del área CAD;N3: 16 - 20 AÑOS;4
CAD;D.CAD;D.CAD13;13;Conocimientos en la elaboración del plan de acción anual del área CAD;N1: 20 - 24 AÑOS;5
CAD;D.CAD;D.CAD13;13;Conocimientos en la elaboración del plan de acción anual del área CAD;N2: 24 - 30 AÑOS;5
CAD;D.CAD;D.CAD13;13;Conocimientos en la elaboración del plan de acción anual del área CAD;N3: 30 - 38 AÑOS;5
CAD;D.CAD;D.CAD14;14;Conocimientos en la gestión de proyectos y desarrollo de nuevos productos;N1: 6M A 1,5 AÑO;2
CAD;D.CAD;D.CAD14;14;Conocimientos en la gestión de proyectos y desarrollo de nuevos productos;N2: 1,5 - 3 AÑO;2
CAD;D.CAD;D.CAD14;14;Conocimientos en la gestión de proyectos y desarrollo de nuevos productos;N3: 3 - 5 AÑO;2
CAD;D.CAD;D.CAD14;14;Conocimientos en la gestión de proyectos y desarrollo de nuevos productos;N1: 5 - 6,5 AÑOS;3
CAD;D.CAD;D.CAD14;14;Conocimientos en la gestión de proyectos y desarrollo de nuevos productos;N2: 6,5 - 8 AÑOS;3
CAD;D.CAD;D.CAD14;14;Conocimientos en la gestión de proyectos y desarrollo de nuevos productos;N3: 8 - 10 AÑOS;3
CAD;D.CAD;D.CAD14;14;Conocimientos en la gestión de proyectos y desarrollo de nuevos productos;N1: 10 - 13 AÑOS;4
CAD;D.CAD;D.CAD14;14;Conocimientos en la gestión de proyectos y desarrollo de nuevos productos;N2: 13 - 16 AÑOS;4
CAD;D.CAD;D.CAD14;14;Conocimientos en la gestión de proyectos y desarrollo de nuevos productos;N3: 16 - 20 AÑOS;4
CAD;D.CAD;D.CAD14;14;Conocimientos en la gestión de proyectos y desarrollo de nuevos productos;N1: 20 - 24 AÑOS;5
CAD;D.CAD;D.CAD14;14;Conocimientos en la gestión de proyectos y desarrollo de nuevos productos;N2: 24 - 30 AÑOS;5
CAD;D.CAD;D.CAD14;14;Conocimientos en la gestión de proyectos y desarrollo de nuevos productos;N3: 30 - 38 AÑOS;5
CAD;D.CAD;D.CAD15;15;Conocimientos en la impartición de conferencias;N1: 6M A 1,5 AÑO;2
CAD;D.CAD;D.CAD15;15;Conocimientos en la impartición de conferencias;N2: 1,5 - 3 AÑO;2
CAD;D.CAD;D.CAD15;15;Conocimientos en la impartición de conferencias;N3: 3 - 5 AÑO;2
CAD;D.CAD;D.CAD15;15;Conocimientos en la impartición de conferencias;N1: 5 - 6,5 AÑOS;3
CAD;D.CAD;D.CAD15;15;Conocimientos en la impartición de conferencias;N2: 6,5 - 8 AÑOS;3
CAD;D.CAD;D.CAD15;15;Conocimientos en la impartición de conferencias;N3: 8 - 10 AÑOS;3
CAD;D.CAD;D.CAD15;15;Conocimientos en la impartición de conferencias;N1: 10 - 13 AÑOS;4
CAD;D.CAD;D.CAD15;15;Conocimientos en la impartición de conferencias;N2: 13 - 16 AÑOS;4
CAD;D.CAD;D.CAD15;15;Conocimientos en la impartición de conferencias;N3: 16 - 20 AÑOS;4
CAD;D.CAD;D.CAD15;15;Conocimientos en la impartición de conferencias;N1: 20 - 24 AÑOS;5
CAD;D.CAD;D.CAD15;15;Conocimientos en la impartición de conferencias;N2: 24 - 30 AÑOS;5
CAD;D.CAD;D.CAD15;15;Conocimientos en la impartición de conferencias;N3: 30 - 38 AÑOS;5
CAD;D.CAD;D.CAD16;16;Conocimientos en representación institucional de la marca ;N1: 6M A 1,5 AÑO;2
CAD;D.CAD;D.CAD16;16;Conocimientos en representación institucional de la marca ;N2: 1,5 - 3 AÑO;2
CAD;D.CAD;D.CAD16;16;Conocimientos en representación institucional de la marca ;N3: 3 - 5 AÑO;2
CAD;D.CAD;D.CAD16;16;Conocimientos en representación institucional de la marca ;N1: 5 - 6,5 AÑOS;3
CAD;D.CAD;D.CAD16;16;Conocimientos en representación institucional de la marca ;N2: 6,5 - 8 AÑOS;3
CAD;D.CAD;D.CAD16;16;Conocimientos en representación institucional de la marca ;N3: 8 - 10 AÑOS;3
CAD;D.CAD;D.CAD16;16;Conocimientos en representación institucional de la marca ;N1: 10 - 13 AÑOS;4
CAD;D.CAD;D.CAD16;16;Conocimientos en representación institucional de la marca ;N2: 13 - 16 AÑOS;4
CAD;D.CAD;D.CAD16;16;Conocimientos en representación institucional de la marca ;N3: 16 - 20 AÑOS;4
CAD;D.CAD;D.CAD16;16;Conocimientos en representación institucional de la marca ;N1: 20 - 24 AÑOS;5
CAD;D.CAD;D.CAD16;16;Conocimientos en representación institucional de la marca ;N2: 24 - 30 AÑOS;5
CAD;D.CAD;D.CAD16;16;Conocimientos en representación institucional de la marca ;N3: 30 - 38 AÑOS;5
CAD;D.CAD;D.CAD17;17;Conocimientos en gestión del equipo;N1: 6M A 1,5 AÑO;3
CAD;D.CAD;D.CAD17;17;Conocimientos en gestión del equipo;N2: 1,5 - 3 AÑO;3
CAD;D.CAD;D.CAD17;17;Conocimientos en gestión del equipo;N3: 3 - 5 AÑO;3
CAD;D.CAD;D.CAD17;17;Conocimientos en gestión del equipo;N1: 5 - 6,5 AÑOS;4
CAD;D.CAD;D.CAD17;17;Conocimientos en gestión del equipo;N2: 6,5 - 8 AÑOS;4
CAD;D.CAD;D.CAD17;17;Conocimientos en gestión del equipo;N3: 8 - 10 AÑOS;5
CAD;D.CAD;D.CAD17;17;Conocimientos en gestión del equipo;N1: 10 - 13 AÑOS;5
CAD;D.CAD;D.CAD17;17;Conocimientos en gestión del equipo;N2: 13 - 16 AÑOS;5
CAD;D.CAD;D.CAD17;17;Conocimientos en gestión del equipo;N3: 16 - 20 AÑOS;5
CAD;D.CAD;D.CAD17;17;Conocimientos en gestión del equipo;N1: 20 - 24 AÑOS;5
CAD;D.CAD;D.CAD17;17;Conocimientos en gestión del equipo;N2: 24 - 30 AÑOS;5
CAD;D.CAD;D.CAD17;17;Conocimientos en gestión del equipo;N3: 30 - 38 AÑOS;5
CAD;D.CAD;D.CAD18;18;Conocimientos de normas y procedimientos (fichajes) de la empresa;N1: 6M A 1,5 AÑO;3
CAD;D.CAD;D.CAD18;18;Conocimientos de normas y procedimientos (fichajes) de la empresa;N2: 1,5 - 3 AÑO;4
CAD;D.CAD;D.CAD18;18;Conocimientos de normas y procedimientos (fichajes) de la empresa;N3: 3 - 5 AÑO;4
CAD;D.CAD;D.CAD18;18;Conocimientos de normas y procedimientos (fichajes) de la empresa;N1: 5 - 6,5 AÑOS;5
CAD;D.CAD;D.CAD18;18;Conocimientos de normas y procedimientos (fichajes) de la empresa;N2: 6,5 - 8 AÑOS;5
CAD;D.CAD;D.CAD18;18;Conocimientos de normas y procedimientos (fichajes) de la empresa;N3: 8 - 10 AÑOS;5
CAD;D.CAD;D.CAD18;18;Conocimientos de normas y procedimientos (fichajes) de la empresa;N1: 10 - 13 AÑOS;5
CAD;D.CAD;D.CAD18;18;Conocimientos de normas y procedimientos (fichajes) de la empresa;N2: 13 - 16 AÑOS;5
CAD;D.CAD;D.CAD18;18;Conocimientos de normas y procedimientos (fichajes) de la empresa;N3: 16 - 20 AÑOS;5
CAD;D.CAD;D.CAD18;18;Conocimientos de normas y procedimientos (fichajes) de la empresa;N1: 20 - 24 AÑOS;5
CAD;D.CAD;D.CAD18;18;Conocimientos de normas y procedimientos (fichajes) de la empresa;N2: 24 - 30 AÑOS;5
CAD;D.CAD;D.CAD18;18;Conocimientos de normas y procedimientos (fichajes) de la empresa;N3: 30 - 38 AÑOS;5
CAD;D.CAD;D.CAD19;19;Conocimiento de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N1: 6M A 1,5 AÑO;3
CAD;D.CAD;D.CAD19;19;Conocimiento de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N2: 1,5 - 3 AÑO;4
CAD;D.CAD;D.CAD19;19;Conocimiento de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N3: 3 - 5 AÑO;4
CAD;D.CAD;D.CAD19;19;Conocimiento de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N1: 5 - 6,5 AÑOS;5
CAD;D.CAD;D.CAD19;19;Conocimiento de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N2: 6,5 - 8 AÑOS;5
CAD;D.CAD;D.CAD19;19;Conocimiento de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N3: 8 - 10 AÑOS;5
CAD;D.CAD;D.CAD19;19;Conocimiento de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N1: 10 - 13 AÑOS;5
CAD;D.CAD;D.CAD19;19;Conocimiento de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N2: 13 - 16 AÑOS;5
CAD;D.CAD;D.CAD19;19;Conocimiento de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N3: 16 - 20 AÑOS;5
CAD;D.CAD;D.CAD19;19;Conocimiento de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N1: 20 - 24 AÑOS;5
CAD;D.CAD;D.CAD19;19;Conocimiento de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N2: 24 - 30 AÑOS;5
CAD;D.CAD;D.CAD19;19;Conocimiento de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);N3: 30 - 38 AÑOS;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO1;1;Conocimientos en protesis dental;N0: Prácticas;0
CÁLCULO;T.CÁLCULO;T.CÁLCULO1;1;Conocimientos en protesis dental;N1: 6M A 1,5 AÑO;1
CÁLCULO;T.CÁLCULO;T.CÁLCULO1;1;Conocimientos en protesis dental;N2: 1,5 - 3 AÑO;1
CÁLCULO;T.CÁLCULO;T.CÁLCULO1;1;Conocimientos en protesis dental;N3: 3 - 5 AÑO;2
CÁLCULO;T.CÁLCULO;T.CÁLCULO1;1;Conocimientos en protesis dental;N1: 5 - 6,5 AÑOS;3
CÁLCULO;T.CÁLCULO;T.CÁLCULO1;1;Conocimientos en protesis dental;N2: 6,5 - 8 AÑOS;3
CÁLCULO;T.CÁLCULO;T.CÁLCULO1;1;Conocimientos en protesis dental;N3: 8 - 10 AÑOS;3
CÁLCULO;T.CÁLCULO;T.CÁLCULO1;1;Conocimientos en protesis dental;N1: 10 - 13 AÑOS;4
CÁLCULO;T.CÁLCULO;T.CÁLCULO1;1;Conocimientos en protesis dental;N2: 13 - 16 AÑOS;4
CÁLCULO;T.CÁLCULO;T.CÁLCULO1;1;Conocimientos en protesis dental;N3: 16 - 20 AÑOS;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO1;1;Conocimientos en protesis dental;N1: 20 - 24 AÑOS;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO1;1;Conocimientos en protesis dental;N2: 24 - 30 AÑOS;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO1;1;Conocimientos en protesis dental;N3: 30 - 38 AÑOS;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO2;2;Conocimientos en cálculo de piezas de circoneo - materiales blandos;N0: Prácticas;0
CÁLCULO;T.CÁLCULO;T.CÁLCULO2;2;Conocimientos en cálculo de piezas de circoneo - materiales blandos;N1: 6M A 1,5 AÑO;2
CÁLCULO;T.CÁLCULO;T.CÁLCULO2;2;Conocimientos en cálculo de piezas de circoneo - materiales blandos;N2: 1,5 - 3 AÑO;2
CÁLCULO;T.CÁLCULO;T.CÁLCULO2;2;Conocimientos en cálculo de piezas de circoneo - materiales blandos;N3: 3 - 5 AÑO;3
CÁLCULO;T.CÁLCULO;T.CÁLCULO2;2;Conocimientos en cálculo de piezas de circoneo - materiales blandos;N1: 5 - 6,5 AÑOS;3
CÁLCULO;T.CÁLCULO;T.CÁLCULO2;2;Conocimientos en cálculo de piezas de circoneo - materiales blandos;N2: 6,5 - 8 AÑOS;4
CÁLCULO;T.CÁLCULO;T.CÁLCULO2;2;Conocimientos en cálculo de piezas de circoneo - materiales blandos;N3: 8 - 10 AÑOS;4
CÁLCULO;T.CÁLCULO;T.CÁLCULO2;2;Conocimientos en cálculo de piezas de circoneo - materiales blandos;N1: 10 - 13 AÑOS;4
CÁLCULO;T.CÁLCULO;T.CÁLCULO2;2;Conocimientos en cálculo de piezas de circoneo - materiales blandos;N2: 13 - 16 AÑOS;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO2;2;Conocimientos en cálculo de piezas de circoneo - materiales blandos;N3: 16 - 20 AÑOS;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO2;2;Conocimientos en cálculo de piezas de circoneo - materiales blandos;N1: 20 - 24 AÑOS;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO2;2;Conocimientos en cálculo de piezas de circoneo - materiales blandos;N2: 24 - 30 AÑOS;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO2;2;Conocimientos en cálculo de piezas de circoneo - materiales blandos;N3: 30 - 38 AÑOS;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO3;3;Conocimientos en rectificado;N0: Prácticas;0
CÁLCULO;T.CÁLCULO;T.CÁLCULO3;3;Conocimientos en rectificado;N1: 6M A 1,5 AÑO;0
CÁLCULO;T.CÁLCULO;T.CÁLCULO3;3;Conocimientos en rectificado;N2: 1,5 - 3 AÑO;1
CÁLCULO;T.CÁLCULO;T.CÁLCULO3;3;Conocimientos en rectificado;N3: 3 - 5 AÑO;2
CÁLCULO;T.CÁLCULO;T.CÁLCULO3;3;Conocimientos en rectificado;N1: 5 - 6,5 AÑOS;3
CÁLCULO;T.CÁLCULO;T.CÁLCULO3;3;Conocimientos en rectificado;N2: 6,5 - 8 AÑOS;3
CÁLCULO;T.CÁLCULO;T.CÁLCULO3;3;Conocimientos en rectificado;N3: 8 - 10 AÑOS;3
CÁLCULO;T.CÁLCULO;T.CÁLCULO3;3;Conocimientos en rectificado;N1: 10 - 13 AÑOS;4
CÁLCULO;T.CÁLCULO;T.CÁLCULO3;3;Conocimientos en rectificado;N2: 13 - 16 AÑOS;4
CÁLCULO;T.CÁLCULO;T.CÁLCULO3;3;Conocimientos en rectificado;N3: 16 - 20 AÑOS;4
CÁLCULO;T.CÁLCULO;T.CÁLCULO3;3;Conocimientos en rectificado;N1: 20 - 24 AÑOS;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO3;3;Conocimientos en rectificado;N2: 24 - 30 AÑOS;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO3;3;Conocimientos en rectificado;N3: 30 - 38 AÑOS;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO4;4;Conocimientos en cálculo de piezas de metal - materiales duros;N0: Prácticas;0
CÁLCULO;T.CÁLCULO;T.CÁLCULO4;4;Conocimientos en cálculo de piezas de metal - materiales duros;N1: 6M A 1,5 AÑO;0
CÁLCULO;T.CÁLCULO;T.CÁLCULO4;4;Conocimientos en cálculo de piezas de metal - materiales duros;N2: 1,5 - 3 AÑO;0
CÁLCULO;T.CÁLCULO;T.CÁLCULO4;4;Conocimientos en cálculo de piezas de metal - materiales duros;N3: 3 - 5 AÑO;1
CÁLCULO;T.CÁLCULO;T.CÁLCULO4;4;Conocimientos en cálculo de piezas de metal - materiales duros;N1: 5 - 6,5 AÑOS;2
CÁLCULO;T.CÁLCULO;T.CÁLCULO4;4;Conocimientos en cálculo de piezas de metal - materiales duros;N2: 6,5 - 8 AÑOS;3
